PostvsPreinWT	PostvsPreinTG	Diff	TGvsWTPre
ENSDARG00000045695	0	0	0	-1
ENSDARG00000045696	0	-1	0	0
ENSDARG00000045704	0	0	0	-1
ENSDARG00000045706	0	0	0	0
ENSDARG00000045733	0	0	0	0
ENSDARG00000045754	0	0	0	0
ENSDARG00000045760	0	0	0	0
ENSDARG00000045768	0	-1	0	0
ENSDARG00000045773	-1	-1	0	1
ENSDARG00000045776	-1	-1	0	0
ENSDARG00000045785	0	0	0	0
ENSDARG00000045799	0	0	0	0
ENSDARG00000045801	-1	0	0	-1
ENSDARG00000045804	0	0	0	0
ENSDARG00000045814	0	0	0	1
ENSDARG00000045843	-1	0	0	0
ENSDARG00000045846	0	0	0	0
ENSDARG00000045847	0	0	0	0
ENSDARG00000045850	0	0	0	0
ENSDARG00000045853	0	0	0	0
ENSDARG00000045858	0	0	0	0
ENSDARG00000045870	0	0	0	0
ENSDARG00000045877	-1	0	0	0
ENSDARG00000045885	0	0	0	0
ENSDARG00000045886	1	0	0	0
ENSDARG00000045888	0	0	0	0
ENSDARG00000045893	0	0	0	0
ENSDARG00000045898	1	0	-1	1
ENSDARG00000045900	0	0	0	1
ENSDARG00000045904	0	0	0	0
ENSDARG00000045913	0	0	0	0
ENSDARG00000045926	0	0	0	0
ENSDARG00000045927	0	0	0	0
ENSDARG00000045928	0	0	0	0
ENSDARG00000045929	0	1	0	0
ENSDARG00000045932	0	0	0	0
ENSDARG00000045936	0	0	0	0
ENSDARG00000045940	0	-1	0	0
ENSDARG00000045958	0	0	0	0
ENSDARG00000045976	1	1	0	0
ENSDARG00000045980	1	0	-1	0
ENSDARG00000045982	0	0	0	0
ENSDARG00000045999	1	0	0	0
ENSDARG00000046002	0	0	0	1
ENSDARG00000046006	-1	-1	0	0
ENSDARG00000046013	1	0	0	1
ENSDARG00000046019	0	0	0	0
ENSDARG00000046030	0	0	0	1
ENSDARG00000046048	0	0	0	0
ENSDARG00000046053	0	0	0	0
ENSDARG00000046074	0	0	0	0
ENSDARG00000046087	0	0	0	0
ENSDARG00000046107	1	0	0	1
ENSDARG00000046127	0	0	0	0
ENSDARG00000046132	0	0	0	0
ENSDARG00000046143	-1	0	0	0
ENSDARG00000046148	0	0	0	0
ENSDARG00000051746	1	0	0	0
ENSDARG00000051756	1	0	0	0
ENSDARG00000051783	0	0	0	0
ENSDARG00000051798	0	0	0	0
ENSDARG00000051800	0	0	0	0
ENSDARG00000051809	0	0	0	0
ENSDARG00000051816	0	0	0	0
ENSDARG00000051851	-1	0	0	0
ENSDARG00000051853	1	0	0	0
ENSDARG00000051854	0	0	0	0
ENSDARG00000051857	1	0	0	0
ENSDARG00000051861	0	0	0	0
ENSDARG00000051874	0	0	0	0
ENSDARG00000051875	0	0	0	0
ENSDARG00000051886	0	0	0	0
ENSDARG00000051888	0	0	0	0
ENSDARG00000051889	0	0	0	0
ENSDARG00000051902	-1	0	0	0
ENSDARG00000051912	0	0	0	0
ENSDARG00000051914	0	-1	0	1
ENSDARG00000051916	-1	0	0	0
ENSDARG00000051921	0	0	0	0
ENSDARG00000051923	0	0	0	0
ENSDARG00000051934	0	0	0	0
ENSDARG00000051936	0	0	0	0
ENSDARG00000051939	0	0	0	0
ENSDARG00000051940	0	0	0	0
ENSDARG00000051955	-1	-1	-1	1
ENSDARG00000051957	0	0	0	0
ENSDARG00000051959	0	0	0	0
ENSDARG00000051986	0	0	0	0
ENSDARG00000052000	1	-1	-1	1
ENSDARG00000052010	0	0	0	0
ENSDARG00000052011	-1	-1	0	-1
ENSDARG00000052025	0	-1	0	0
ENSDARG00000052030	0	-1	0	0
ENSDARG00000052039	0	0	0	0
ENSDARG00000052045	0	0	0	0
ENSDARG00000052061	0	0	0	0
ENSDARG00000052063	0	0	0	0
ENSDARG00000052073	-1	0	0	0
ENSDARG00000052074	1	0	0	0
ENSDARG00000052094	0	0	0	0
ENSDARG00000052099	0	0	0	0
ENSDARG00000052103	0	0	0	0
ENSDARG00000052113	0	0	0	1
ENSDARG00000052114	1	0	0	-1
ENSDARG00000052115	0	0	0	0
ENSDARG00000052121	0	0	0	0
ENSDARG00000052122	0	0	0	0
ENSDARG00000052124	0	0	0	0
ENSDARG00000052131	0	0	0	0
ENSDARG00000052139	0	0	0	0
ENSDARG00000052148	0	0	0	0
ENSDARG00000052150	0	0	0	0
ENSDARG00000052164	0	0	0	0
ENSDARG00000052170	0	0	0	0
ENSDARG00000052215	0	0	0	0
ENSDARG00000052244	0	1	0	0
ENSDARG00000052279	1	1	0	0
ENSDARG00000052290	0	0	0	0
ENSDARG00000052304	0	0	0	0
ENSDARG00000052334	0	0	0	0
ENSDARG00000052343	0	0	0	0
ENSDARG00000052344	0	0	0	0
ENSDARG00000052348	-1	0	0	0
ENSDARG00000052351	0	0	0	0
ENSDARG00000052368	0	0	0	0
ENSDARG00000052374	0	0	0	0
ENSDARG00000052377	0	0	0	0
ENSDARG00000052379	0	0	0	0
ENSDARG00000052388	0	0	0	0
ENSDARG00000052390	1	0	0	1
ENSDARG00000052396	0	0	0	0
ENSDARG00000052402	0	0	0	0
ENSDARG00000052408	0	0	0	0
ENSDARG00000052419	1	0	0	0
ENSDARG00000052429	1	0	0	0
ENSDARG00000052438	0	0	0	0
ENSDARG00000052455	0	-1	0	0
ENSDARG00000052462	-1	-1	0	0
ENSDARG00000052470	1	-1	-1	1
ENSDARG00000052471	0	0	0	0
ENSDARG00000052480	0	0	0	0
ENSDARG00000052482	0	0	0	0
ENSDARG00000052512	0	0	0	0
ENSDARG00000052518	-1	0	0	0
ENSDARG00000052522	1	0	0	0
ENSDARG00000052535	0	0	0	0
ENSDARG00000052536	0	0	0	0
ENSDARG00000052537	0	0	0	0
ENSDARG00000052553	0	0	0	0
ENSDARG00000052567	0	0	0	0
ENSDARG00000052606	0	0	0	0
ENSDARG00000052615	0	0	0	0
ENSDARG00000052623	0	0	0	0
ENSDARG00000052624	0	0	0	0
ENSDARG00000052625	-1	0	0	0
ENSDARG00000052633	0	0	0	0
ENSDARG00000052641	0	0	0	0
ENSDARG00000052644	1	1	0	0
ENSDARG00000052649	0	0	0	-1
ENSDARG00000052673	0	0	0	0
ENSDARG00000052674	0	0	0	0
ENSDARG00000052680	0	0	0	0
ENSDARG00000052690	0	0	0	0
ENSDARG00000052695	1	0	0	0
ENSDARG00000052696	1	-1	-1	0
ENSDARG00000052697	0	0	0	0
ENSDARG00000052703	-1	-1	0	0
ENSDARG00000052705	1	0	0	0
ENSDARG00000052712	-1	0	0	0
ENSDARG00000052713	0	0	0	0
ENSDARG00000052728	0	0	0	0
ENSDARG00000052746	0	0	0	0
ENSDARG00000052747	0	0	0	-1
ENSDARG00000052764	0	0	0	0
ENSDARG00000052765	0	0	0	0
ENSDARG00000052782	0	0	0	0
ENSDARG00000052783	0	0	0	0
ENSDARG00000052789	0	0	0	1
ENSDARG00000052826	0	0	0	-1
ENSDARG00000052833	0	0	0	0
ENSDARG00000052840	-1	0	0	0
ENSDARG00000052846	0	0	0	0
ENSDARG00000052851	0	0	0	0
ENSDARG00000052856	-1	0	0	0
ENSDARG00000052859	0	0	0	0
ENSDARG00000052866	0	0	0	0
ENSDARG00000052893	0	0	0	0
ENSDARG00000052894	0	0	0	0
ENSDARG00000052897	0	0	0	0
ENSDARG00000052903	1	0	0	0
ENSDARG00000052923	0	0	0	0
ENSDARG00000052928	0	0	0	0
ENSDARG00000052960	0	0	0	0
ENSDARG00000052966	0	0	0	0
ENSDARG00000052975	0	0	0	0
ENSDARG00000052994	0	0	0	0
ENSDARG00000052997	0	0	0	0
ENSDARG00000053010	0	0	0	0
ENSDARG00000053021	0	0	0	0
ENSDARG00000053027	0	0	0	0
ENSDARG00000053047	-1	0	0	0
ENSDARG00000053058	-1	0	0	0
ENSDARG00000053068	0	0	0	0
ENSDARG00000053070	0	0	0	0
ENSDARG00000053087	0	0	0	0
ENSDARG00000053097	1	1	-1	0
ENSDARG00000053101	0	0	0	0
ENSDARG00000053106	0	0	0	0
ENSDARG00000053110	0	0	0	0
ENSDARG00000053113	1	0	0	-1
ENSDARG00000053124	1	1	0	0
ENSDARG00000053129	0	0	0	0
ENSDARG00000053130	0	0	0	0
ENSDARG00000053133	0	0	0	0
ENSDARG00000053136	-1	0	0	-1
ENSDARG00000053138	0	0	0	0
ENSDARG00000053152	1	0	-1	0
ENSDARG00000053155	0	0	0	0
ENSDARG00000053194	0	0	0	0
ENSDARG00000053196	0	0	0	0
ENSDARG00000053201	0	0	0	0
ENSDARG00000053209	0	0	0	0
ENSDARG00000053215	0	0	0	0
ENSDARG00000053217	0	0	0	0
ENSDARG00000053241	0	0	0	0
ENSDARG00000053246	0	0	0	0
ENSDARG00000053248	0	0	0	0
ENSDARG00000053254	0	0	0	0
ENSDARG00000053269	0	0	0	0
ENSDARG00000053279	-1	0	0	0
ENSDARG00000053291	-1	-1	0	0
ENSDARG00000053293	1	0	0	0
ENSDARG00000053298	0	0	0	0
ENSDARG00000053301	0	0	0	0
ENSDARG00000053318	0	0	0	0
ENSDARG00000053323	0	0	0	0
ENSDARG00000053326	0	0	0	0
ENSDARG00000053365	0	0	0	1
ENSDARG00000053370	-1	0	0	-1
ENSDARG00000053380	0	0	0	0
ENSDARG00000053381	1	0	-1	1
ENSDARG00000053395	-1	0	0	0
ENSDARG00000053404	-1	0	0	-1
ENSDARG00000053446	-1	-1	0	-1
ENSDARG00000053447	0	0	0	0
ENSDARG00000053449	0	0	0	0
ENSDARG00000053452	0	0	0	0
ENSDARG00000053453	0	0	0	0
ENSDARG00000053455	0	0	0	0
ENSDARG00000053456	-1	0	0	0
ENSDARG00000053457	0	0	0	1
ENSDARG00000053466	0	0	0	0
ENSDARG00000053467	0	0	0	0
ENSDARG00000053468	1	0	0	0
ENSDARG00000053474	-1	-1	0	1
ENSDARG00000053475	0	0	0	0
ENSDARG00000053476	0	0	0	0
ENSDARG00000053479	0	0	0	0
ENSDARG00000053480	0	0	0	0
ENSDARG00000053483	0	0	0	0
ENSDARG00000053484	0	0	0	0
ENSDARG00000053485	-1	0	0	0
ENSDARG00000053493	0	1	0	0
ENSDARG00000053496	0	0	0	0
ENSDARG00000053502	0	-1	0	0
ENSDARG00000053517	0	0	0	0
ENSDARG00000053528	0	0	0	0
ENSDARG00000053535	0	0	0	0
ENSDARG00000053542	0	0	0	-1
ENSDARG00000053544	0	0	0	0
ENSDARG00000053554	0	0	0	0
ENSDARG00000053558	0	0	0	0
ENSDARG00000053559	0	0	0	0
ENSDARG00000053561	0	0	0	0
ENSDARG00000053575	0	0	0	0
ENSDARG00000053586	0	0	0	-1
ENSDARG00000053625	0	0	0	0
ENSDARG00000053644	0	0	0	0
ENSDARG00000053650	0	0	0	0
ENSDARG00000053652	0	0	0	1
ENSDARG00000053656	0	0	0	0
ENSDARG00000053666	0	0	0	0
ENSDARG00000053668	0	0	0	0
ENSDARG00000053684	1	-1	-1	1
ENSDARG00000053691	1	0	-1	0
ENSDARG00000053713	0	0	0	0
ENSDARG00000053716	0	0	0	0
ENSDARG00000053744	0	0	0	0
ENSDARG00000053774	0	0	0	0
ENSDARG00000053792	0	0	0	0
ENSDARG00000053800	0	0	0	0
ENSDARG00000053810	-1	-1	0	0
ENSDARG00000053829	0	0	0	0
ENSDARG00000053831	0	0	0	0
ENSDARG00000053833	0	0	0	0
ENSDARG00000053835	0	0	0	0
ENSDARG00000053853	0	0	0	0
ENSDARG00000053857	0	0	0	1
ENSDARG00000053864	0	1	0	0
ENSDARG00000053876	0	0	0	0
ENSDARG00000053877	0	0	0	0
ENSDARG00000053878	1	0	0	1
ENSDARG00000053884	0	0	0	0
ENSDARG00000053906	0	0	0	0
ENSDARG00000053912	-1	0	0	0
ENSDARG00000053918	0	0	0	0
ENSDARG00000053963	0	0	0	0
ENSDARG00000053973	0	0	0	0
ENSDARG00000053979	0	0	0	0
ENSDARG00000053990	0	0	0	0
ENSDARG00000054007	-1	0	0	-1
ENSDARG00000054010	-1	-1	0	0
ENSDARG00000054025	0	0	0	0
ENSDARG00000054030	0	0	0	0
ENSDARG00000054031	0	0	0	0
ENSDARG00000054033	0	0	0	0
ENSDARG00000054050	0	0	0	0
ENSDARG00000054060	0	-1	0	0
ENSDARG00000054063	0	0	0	0
ENSDARG00000054122	0	0	0	0
ENSDARG00000054137	0	0	0	0
ENSDARG00000054154	0	0	0	0
ENSDARG00000054155	0	0	0	0
ENSDARG00000054162	0	0	0	0
ENSDARG00000054172	0	-1	0	0
ENSDARG00000054186	0	-1	-1	1
ENSDARG00000054191	0	0	0	0
ENSDARG00000054196	0	0	0	0
ENSDARG00000054201	1	0	-1	0
ENSDARG00000054208	0	0	0	0
ENSDARG00000054211	0	0	0	0
ENSDARG00000054213	1	1	0	0
ENSDARG00000054255	0	0	0	0
ENSDARG00000054259	0	0	0	0
ENSDARG00000054264	0	-1	0	-1
ENSDARG00000054271	1	0	-1	0
ENSDARG00000054272	0	0	0	0
ENSDARG00000054288	0	-1	0	1
ENSDARG00000054290	0	0	0	0
ENSDARG00000054292	0	0	0	0
ENSDARG00000054300	0	-1	0	0
ENSDARG00000054304	0	0	0	0
ENSDARG00000054307	0	0	0	0
ENSDARG00000054312	1	0	0	0
ENSDARG00000054313	0	0	0	0
ENSDARG00000054318	0	0	0	0
ENSDARG00000054320	-1	0	0	-1
ENSDARG00000054334	0	0	0	0
ENSDARG00000054337	0	0	0	0
ENSDARG00000054355	0	-1	0	1
ENSDARG00000054362	0	0	0	0
ENSDARG00000054363	0	0	0	0
ENSDARG00000054374	0	0	0	0
ENSDARG00000054400	1	0	-1	0
ENSDARG00000054414	0	0	0	0
ENSDARG00000054433	1	0	0	0
ENSDARG00000054438	0	0	0	1
ENSDARG00000054442	0	0	0	0
ENSDARG00000054454	0	0	0	0
ENSDARG00000054458	0	1	1	0
ENSDARG00000054473	-1	0	0	-1
ENSDARG00000054501	0	0	0	0
ENSDARG00000054509	0	0	0	0
ENSDARG00000054530	0	0	0	0
ENSDARG00000054533	1	0	0	0
ENSDARG00000054540	0	0	0	0
ENSDARG00000054543	0	1	0	-1
ENSDARG00000054574	0	0	0	0
ENSDARG00000054578	1	0	0	0
ENSDARG00000054583	0	0	0	0
ENSDARG00000054606	0	0	0	0
ENSDARG00000054609	1	0	0	0
ENSDARG00000054610	0	1	0	-1
ENSDARG00000054616	0	0	0	0
ENSDARG00000054632	0	0	0	0
ENSDARG00000054667	0	0	0	0
ENSDARG00000054696	-1	0	0	-1
ENSDARG00000054707	0	0	0	-1
ENSDARG00000054746	-1	0	0	0
ENSDARG00000054749	1	1	0	0
ENSDARG00000054753	0	0	0	0
ENSDARG00000054755	0	1	0	-1
ENSDARG00000054771	0	0	0	0
ENSDARG00000054777	1	0	0	1
ENSDARG00000054778	0	0	0	1
ENSDARG00000054786	0	0	0	0
ENSDARG00000054789	0	0	0	0
ENSDARG00000054793	0	0	0	0
ENSDARG00000054794	0	0	0	0
ENSDARG00000054799	0	-1	-1	0
ENSDARG00000054804	-1	-1	0	0
ENSDARG00000054807	-1	0	0	0
ENSDARG00000054814	-1	0	0	-1
ENSDARG00000054818	0	0	0	0
ENSDARG00000054823	0	0	0	0
ENSDARG00000054829	0	0	0	0
ENSDARG00000054833	1	0	0	0
ENSDARG00000054848	1	1	0	0
ENSDARG00000054864	0	0	0	0
ENSDARG00000054879	0	0	0	0
ENSDARG00000054903	0	0	0	0
ENSDARG00000054906	0	1	0	0
ENSDARG00000054907	0	0	0	0
ENSDARG00000054911	0	0	0	0
ENSDARG00000054929	0	0	0	0
ENSDARG00000054937	0	0	0	-1
ENSDARG00000054942	0	0	0	0
ENSDARG00000054946	0	0	0	0
ENSDARG00000054949	0	0	0	0
ENSDARG00000054963	-1	-1	0	0
ENSDARG00000054973	0	0	0	0
ENSDARG00000054978	0	1	0	0
ENSDARG00000055009	1	1	0	0
ENSDARG00000055022	0	0	0	0
ENSDARG00000055026	0	0	0	0
ENSDARG00000055036	0	0	0	0
ENSDARG00000055064	0	0	0	1
ENSDARG00000055070	1	0	-1	0
ENSDARG00000055075	-1	0	0	1
ENSDARG00000055080	-1	0	0	-1
ENSDARG00000055086	0	-1	0	0
ENSDARG00000055092	0	0	0	0
ENSDARG00000055100	1	0	0	0
ENSDARG00000055106	0	0	0	-1
ENSDARG00000055108	0	0	0	0
ENSDARG00000055113	0	0	0	0
ENSDARG00000055115	1	1	0	0
ENSDARG00000055120	1	1	0	-1
ENSDARG00000055128	0	0	0	0
ENSDARG00000055129	1	0	0	0
ENSDARG00000055151	-1	-1	0	1
ENSDARG00000055158	0	0	0	0
ENSDARG00000055163	-1	0	0	0
ENSDARG00000055185	0	0	0	0
ENSDARG00000055192	0	0	0	0
ENSDARG00000055216	0	-1	0	1
ENSDARG00000055225	0	0	0	0
ENSDARG00000055226	1	1	0	0
ENSDARG00000055229	0	0	0	0
ENSDARG00000055250	0	0	0	0
ENSDARG00000055278	0	0	0	0
ENSDARG00000055283	0	1	0	0
ENSDARG00000055288	0	0	0	0
ENSDARG00000055291	1	0	0	0
ENSDARG00000055300	0	0	0	0
ENSDARG00000055305	0	0	0	0
ENSDARG00000055307	0	0	0	0
ENSDARG00000055314	0	0	0	0
ENSDARG00000055339	-1	0	0	0
ENSDARG00000055349	0	1	0	0
ENSDARG00000055357	0	0	0	-1
ENSDARG00000055377	-1	0	0	-1
ENSDARG00000055383	0	0	0	0
ENSDARG00000055389	0	0	0	0
ENSDARG00000055398	0	1	0	0
ENSDARG00000055415	0	0	0	0
ENSDARG00000055433	0	0	0	0
ENSDARG00000055443	0	0	0	0
ENSDARG00000055455	-1	0	0	-1
ENSDARG00000055475	0	0	0	0
ENSDARG00000055477	0	0	0	0
ENSDARG00000055481	0	0	0	0
ENSDARG00000055498	0	0	0	0
ENSDARG00000055504	1	1	0	0
ENSDARG00000055510	-1	-1	0	0
ENSDARG00000055514	0	0	0	0
ENSDARG00000055524	0	0	0	-1
ENSDARG00000055527	0	0	0	0
ENSDARG00000055538	0	0	0	0
ENSDARG00000055539	0	0	0	0
ENSDARG00000055543	1	0	0	1
ENSDARG00000055548	0	0	0	0
ENSDARG00000055554	0	0	0	0
ENSDARG00000055563	0	0	0	0
ENSDARG00000055565	0	0	0	0
ENSDARG00000055566	0	0	0	0
ENSDARG00000055569	-1	0	0	-1
ENSDARG00000055575	1	1	0	0
ENSDARG00000055585	0	0	0	0
ENSDARG00000055595	0	0	0	0
ENSDARG00000055622	0	0	0	0
ENSDARG00000055630	0	0	0	0
ENSDARG00000055635	-1	0	0	0
ENSDARG00000055639	-1	0	0	0
ENSDARG00000055647	0	0	0	0
ENSDARG00000055648	1	1	0	0
ENSDARG00000055653	0	0	0	0
ENSDARG00000055655	0	0	0	0
ENSDARG00000055678	1	0	0	0
ENSDARG00000055705	0	0	0	0
ENSDARG00000055708	-1	0	1	-1
ENSDARG00000055715	0	0	0	0
ENSDARG00000055719	0	-1	0	1
ENSDARG00000055723	0	0	0	0
ENSDARG00000055730	0	0	0	0
ENSDARG00000055752	0	0	0	0
ENSDARG00000055753	0	0	0	0
ENSDARG00000055757	0	-1	-1	1
ENSDARG00000055759	0	0	0	0
ENSDARG00000055760	0	0	0	0
ENSDARG00000055763	0	0	0	0
ENSDARG00000055770	0	0	0	0
ENSDARG00000055784	0	0	0	0
ENSDARG00000055786	1	0	0	0
ENSDARG00000055791	0	0	0	0
ENSDARG00000055797	0	0	0	0
ENSDARG00000055798	-1	0	0	0
ENSDARG00000055809	0	0	0	0
ENSDARG00000055857	1	0	0	0
ENSDARG00000055868	0	0	0	0
ENSDARG00000055874	0	0	0	0
ENSDARG00000055876	0	-1	0	0
ENSDARG00000055885	0	0	0	0
ENSDARG00000055900	1	0	0	0
ENSDARG00000055901	0	0	0	0
ENSDARG00000055903	1	0	0	0
ENSDARG00000055912	0	0	0	0
ENSDARG00000055930	0	0	0	0
ENSDARG00000055934	0	0	0	0
ENSDARG00000055945	0	-1	0	0
ENSDARG00000055955	0	1	0	0
ENSDARG00000055966	0	0	0	0
ENSDARG00000055969	0	0	0	0
ENSDARG00000055973	0	0	0	0
ENSDARG00000055989	0	0	0	0
ENSDARG00000055996	-1	0	0	0
ENSDARG00000055999	0	-1	-1	1
ENSDARG00000056004	0	0	0	0
ENSDARG00000056005	0	-1	-1	1
ENSDARG00000056008	0	0	0	0
ENSDARG00000056012	0	0	0	0
ENSDARG00000056023	0	0	0	0
ENSDARG00000056027	0	0	0	0
ENSDARG00000056029	0	0	0	0
ENSDARG00000056030	0	0	0	0
ENSDARG00000056036	0	0	0	0
ENSDARG00000056059	0	0	0	0
ENSDARG00000056075	0	0	0	0
ENSDARG00000056077	0	0	0	0
ENSDARG00000056078	1	0	0	1
ENSDARG00000056079	-1	-1	0	0
ENSDARG00000056084	0	0	0	0
ENSDARG00000056085	0	0	0	0
ENSDARG00000056087	0	0	0	0
ENSDARG00000056090	0	0	0	0
ENSDARG00000056099	-1	-1	0	-1
ENSDARG00000056101	0	0	0	0
ENSDARG00000056102	0	0	0	0
ENSDARG00000056108	0	0	0	0
ENSDARG00000056112	1	1	0	0
ENSDARG00000056119	0	0	0	1
ENSDARG00000056121	0	0	0	0
ENSDARG00000056122	0	0	0	0
ENSDARG00000056127	0	0	0	0
ENSDARG00000056128	0	0	0	-1
ENSDARG00000056130	0	0	0	0
ENSDARG00000056134	1	1	-1	1
ENSDARG00000056138	0	0	0	0
ENSDARG00000056141	0	1	0	0
ENSDARG00000056152	0	0	0	0
ENSDARG00000056156	0	0	0	1
ENSDARG00000056160	-1	0	0	0
ENSDARG00000056167	-1	0	1	-1
ENSDARG00000056181	1	1	0	0
ENSDARG00000056184	1	0	0	0
ENSDARG00000056193	0	0	0	0
ENSDARG00000056196	0	0	0	0
ENSDARG00000056206	0	0	0	0
ENSDARG00000056210	0	1	1	0
ENSDARG00000056214	0	0	0	0
ENSDARG00000056226	0	0	0	0
ENSDARG00000056233	1	0	-1	1
ENSDARG00000056235	-1	-1	0	-1
ENSDARG00000056248	1	0	0	0
ENSDARG00000056252	1	0	0	0
ENSDARG00000056258	0	0	0	0
ENSDARG00000056259	1	0	0	0
ENSDARG00000056267	0	0	0	1
ENSDARG00000056268	0	0	0	0
ENSDARG00000056270	0	0	0	0
ENSDARG00000056279	0	0	0	0
ENSDARG00000056292	0	0	0	0
ENSDARG00000056307	-1	0	0	0
ENSDARG00000056318	0	0	0	0
ENSDARG00000056322	-1	0	1	0
ENSDARG00000056324	0	0	0	0
ENSDARG00000056331	0	0	0	0
ENSDARG00000056338	-1	0	0	0
ENSDARG00000056369	0	-1	0	0
ENSDARG00000056378	1	0	0	0
ENSDARG00000056379	0	0	0	0
ENSDARG00000056381	0	0	0	0
ENSDARG00000056387	0	0	0	0
ENSDARG00000056396	0	0	0	1
ENSDARG00000056410	-1	0	0	0
ENSDARG00000056414	0	0	0	0
ENSDARG00000056427	0	0	0	1
ENSDARG00000056438	0	0	0	0
ENSDARG00000056439	0	0	0	0
ENSDARG00000056468	0	0	0	0
ENSDARG00000056473	1	0	0	0
ENSDARG00000056475	0	0	0	0
ENSDARG00000056477	0	0	0	0
ENSDARG00000056479	0	0	0	0
ENSDARG00000056480	1	1	0	-1
ENSDARG00000056483	0	-1	-1	0
ENSDARG00000056490	0	0	0	0
ENSDARG00000056491	0	-1	0	0
ENSDARG00000056498	0	0	0	0
ENSDARG00000056504	0	0	0	0
ENSDARG00000056509	0	0	0	0
ENSDARG00000056510	0	0	0	0
ENSDARG00000056511	0	0	0	0
ENSDARG00000056515	0	0	0	0
ENSDARG00000056517	-1	-1	0	0
ENSDARG00000056525	0	0	0	-1
ENSDARG00000056531	0	0	0	0
ENSDARG00000056532	1	0	-1	1
ENSDARG00000056549	-1	-1	0	0
ENSDARG00000056550	0	0	0	0
ENSDARG00000056557	0	0	0	0
ENSDARG00000056559	0	0	0	0
ENSDARG00000056583	-1	0	0	0
ENSDARG00000056587	0	0	0	0
ENSDARG00000056594	0	0	0	0
ENSDARG00000056600	0	1	0	0
ENSDARG00000056601	1	0	-1	0
ENSDARG00000056605	-1	0	0	0
ENSDARG00000056619	0	0	0	0
ENSDARG00000056623	0	0	0	0
ENSDARG00000056627	0	0	0	0
ENSDARG00000056628	0	0	0	0
ENSDARG00000056630	0	0	0	0
ENSDARG00000056639	0	0	0	0
ENSDARG00000056642	-1	0	0	0
ENSDARG00000056643	0	0	0	0
ENSDARG00000056648	0	0	0	0
ENSDARG00000056649	-1	-1	0	0
ENSDARG00000056653	1	-1	-1	1
ENSDARG00000056656	0	0	0	0
ENSDARG00000056665	0	0	0	0
ENSDARG00000056672	0	0	0	0
ENSDARG00000056678	0	0	0	-1
ENSDARG00000056679	0	-1	0	0
ENSDARG00000056680	0	-1	-1	1
ENSDARG00000056683	-1	0	0	-1
ENSDARG00000056691	0	0	0	0
ENSDARG00000056695	0	0	0	0
ENSDARG00000056704	0	0	0	0
ENSDARG00000056719	0	0	0	0
ENSDARG00000056720	0	0	0	0
ENSDARG00000056722	0	-1	0	1
ENSDARG00000056725	-1	-1	0	0
ENSDARG00000056732	0	0	0	0
ENSDARG00000056741	0	0	0	0
ENSDARG00000056744	0	0	0	0
ENSDARG00000056765	0	0	0	1
ENSDARG00000056773	0	0	0	0
ENSDARG00000056783	0	1	0	0
ENSDARG00000056797	0	0	0	0
ENSDARG00000056801	0	0	0	0
ENSDARG00000056803	0	0	0	0
ENSDARG00000056804	0	0	0	0
ENSDARG00000056819	0	0	0	0
ENSDARG00000056830	0	0	0	0
ENSDARG00000056832	0	0	0	0
ENSDARG00000056836	0	0	0	0
ENSDARG00000056856	0	0	0	0
ENSDARG00000056871	0	0	0	0
ENSDARG00000056873	0	0	0	0
ENSDARG00000056886	0	0	0	0
ENSDARG00000056888	0	0	0	0
ENSDARG00000056892	0	0	0	0
ENSDARG00000056913	1	1	0	0
ENSDARG00000056915	-1	-1	1	-1
ENSDARG00000056923	0	0	0	0
ENSDARG00000056924	0	0	0	0
ENSDARG00000056926	0	0	0	0
ENSDARG00000056932	0	0	0	0
ENSDARG00000056938	0	0	0	0
ENSDARG00000056940	0	0	0	0
ENSDARG00000056954	0	0	0	0
ENSDARG00000056964	0	0	0	0
ENSDARG00000056966	0	0	0	0
ENSDARG00000056978	0	0	0	0
ENSDARG00000056979	0	0	0	0
ENSDARG00000056984	-1	0	0	0
ENSDARG00000056985	1	0	0	0
ENSDARG00000056986	0	0	0	0
ENSDARG00000056995	1	1	0	0
ENSDARG00000057007	0	0	0	0
ENSDARG00000057011	0	0	0	0
ENSDARG00000057013	0	0	0	0
ENSDARG00000057021	0	0	0	0
ENSDARG00000057026	-1	-1	0	0
ENSDARG00000057053	0	0	0	0
ENSDARG00000057060	1	0	-1	1
ENSDARG00000057089	0	0	0	0
ENSDARG00000057093	1	0	0	0
ENSDARG00000057096	0	0	0	0
ENSDARG00000057100	0	0	0	-1
ENSDARG00000057101	0	0	0	0
ENSDARG00000057105	0	0	0	0
ENSDARG00000057110	0	-1	0	0
ENSDARG00000057113	1	1	0	0
ENSDARG00000057114	-1	0	0	-1
ENSDARG00000057121	-1	0	0	0
ENSDARG00000057128	0	0	0	0
ENSDARG00000057138	0	0	0	0
ENSDARG00000057148	0	0	0	0
ENSDARG00000057167	1	0	0	0
ENSDARG00000057184	0	0	0	0
ENSDARG00000057210	0	0	0	0
ENSDARG00000057218	1	0	0	0
ENSDARG00000057227	0	0	0	0
ENSDARG00000057234	0	0	0	0
ENSDARG00000057239	0	0	0	0
ENSDARG00000057241	1	0	-1	0
ENSDARG00000057249	0	0	0	0
ENSDARG00000057255	0	0	0	0
ENSDARG00000057272	0	0	0	0
ENSDARG00000057286	1	0	0	0
ENSDARG00000057287	0	-1	0	0
