	7 days post-amputation dnHIF1a-expressing adult zebrafish, sample 3	Unamputated dnHIF1a-expressing adult zebrafish, sample 2	Unamputated dnHIF1a-expressing adult zebrafish, sample 1	Unamputated wildtype adult zebrafish, sample 3	7 days post-amputation wildtype adult zebrafish, sample 1	7 days post-amputation wildtype adult zebrafish, sample 3	Unamputated dnHIF1a-expressing adult zebrafish, sample 3	7 days post-amputation wildtype adult zebrafish, sample 2	Unamputated wildtype adult zebrafish, sample 1	7 days post-amputation dnHIF1a-expressing adult zebrafish, sample 1	Unamputated wildtype adult zebrafish, sample 2	7 days post-amputation dnHIF1a-expressing adult zebrafish, sample 2
ENSDARG00000037964	-0.05884207	-0.10840125	-0.08109116	-0.0909378	-0.07096603	-0.12898671	-0.06654324	-0.11188482	-0.04832627	-0.06364948	-0.05824173	-0.04723056
ENSDARG00000037965	0.44838490000000003	0.4813861	0.52265786	0.51510253	0.38059943	0.44619129	0.45992318	0.49485036	0.62583937	0.43935472	0.49416659	0.49207789
ENSDARG00000037966	-0.01237699	0.07034057	0.07785539999999999	0.03439721	-0.08781716	-0.01119476	0.10409735	-0.05304924	0.13032181	-0.00488649	0.08597973	-0.02167966
ENSDARG00000037995	-0.25296035	-0.17705536	-0.11251401	-0.21114337	-0.21651248	-0.19143688	-0.17916681	-0.18445024	-0.19500268	-0.16287914	-0.20159088	-0.11986398
ENSDARG00000037997	0.32654493	0.17509815	0.19697675	0.07559158	0.31486852	0.57529213	0.16052503	0.22187763	0.19183248	0.28506354	0.09690839999999999	0.26345105
ENSDARG00000037998	1.64162768	1.34495113	1.605342	1.03026229	1.23770092	1.20488259	1.5893979999999999	1.31354935	1.4143183000000001	1.33251619	1.31887666	1.58014754
ENSDARG00000038000	0.31560804	0.4707656	0.56736721	0.5144850999999999	0.38515534	0.42951004	0.55532767	0.44904834	0.7521074999999999	0.36475594	0.5264255999999999	0.39955559999999996
ENSDARG00000038005	0.20758719	0.24970737	0.27285102	0.23984157	0.26362431	0.22590239	0.24498445	0.2519134	0.28483645	0.17524985	0.18766147	0.21086832
ENSDARG00000038018	-0.18780051	-0.18888278	-0.12826082	-0.15914897	-0.16424869	-0.225442	-0.17576759	-0.23092198	-0.1966526	-0.19616734	-0.14420195	-0.19798638
ENSDARG00000038030	1.80305798	1.97280306	1.76900392	1.99355787	1.78923696	1.91918454	1.92686382	1.79575596	2.0008445	1.77889963	1.97309677	1.82139313
ENSDARG00000038040	-0.13335624	-0.10457441	-0.11806592	-0.16071766	-0.14014858	-0.18097867	-0.15439196	-0.11744844	-0.10801948	-0.06225432	-0.17874878	-0.17700138
ENSDARG00000038059	0.18276848	0.11452535	0.09674519	0.17005753	0.21830752	0.23232844	0.22658579	0.20549977	0.12722386	0.14818197	0.09744994	0.14091815
ENSDARG00000038064	1.0320676	0.97663527	0.95609154	1.01672096	1.071621	1.02635878	0.98292955	0.96477026	1.01782886	0.96594533	0.96677263	1.04923782
ENSDARG00000038066	0.44094192	0.19925239	0.1926716	0.16880702	0.56241739	0.83151998	0.22070929	0.48612135	0.33810173	0.55843331	0.51903236	0.46413734
ENSDARG00000038067	0.39672465	0.32901234	0.34299212	0.3441208	0.34911635	0.3957859	0.37915444	0.43629721	0.54523698	0.29595441	0.33106228	0.41229339
ENSDARG00000038068	2.10934947	1.94148372	1.86953093	1.89260878	1.84330148	1.80704658	1.96701072	1.71429379	2.29724766	2.10073752	1.90327499	2.06447253
ENSDARG00000038072	-0.10902761	-0.1964931	-0.16590627	-0.11684168	-0.10799733	-0.14288323	-0.21043508	-0.14049746	-0.16385671	-0.11489101	-0.1855049	-0.19514406
ENSDARG00000038074	0.11862657	0.15068721	0.16816372	0.15187541	0.06241990000000001	0.06906796	0.10682454	-0.01028372	0.20977388	0.13744985	0.16644048	0.16453271
ENSDARG00000038075	3.20900636	3.19468187	3.17686129	3.21794707	3.1476034999999998	3.07981181	3.17719674	3.17920603	3.16950701	3.30627709	3.25529215	3.31828078
ENSDARG00000038076	3.41279517	3.5616051	3.54096493	3.44632233	3.27534714	3.16500366	3.63452699	3.29978449	3.31467188	3.40530788	3.56870669	3.46422535
ENSDARG00000038094	0.41508524	0.4027146	0.38630143	0.29308232	0.54921407	0.5760246	0.33045196	0.55417862	0.40756513	0.41625568	0.33753982	0.44362976
ENSDARG00000038095	0.16872173	0.0466689	0.08076916	0.11681764	0.10154389	0.16439167	0.15014909	0.24124934	0.21333102	0.11310702	0.11495105	0.05178625
ENSDARG00000038097	0.07687164	0.0594293	0.06181275	0.11720587	0.1407275	0.26070078	0.04415466	0.14067499	0.04131178	0.09051269	0.26755977	0.00097464
ENSDARG00000038099	1.78319113	1.85150508	1.94412921	1.74873623	1.65831584	1.54385146	1.95483793	1.59112805	1.73833833	1.77980516	1.69004349	1.8620755
ENSDARG00000038106	-0.09139860000000001	-0.10966857	-0.10811878	-0.09677050000000001	-0.10868769	-0.10373493	-0.13104019	-0.0941943	-0.1441338	-0.13392162	-0.13013684	-0.14499313
ENSDARG00000038113	0.41353387	0.46032694	0.50707068	0.49938829	0.55111551	0.41231216	0.47578534	0.58301858	0.47216899999999995	0.40378761	0.44368746	0.43187207
ENSDARG00000038141	2.02530587	2.09417458	1.91838656	1.96287297	2.05792663	2.08423408	1.90670998	1.97990147	2.11909102	2.16384672	1.9711429	2.07277194
ENSDARG00000038147	-0.20354126	-0.17211403	-0.21192148	-0.17998357	-0.15861204	-0.18021952	-0.15920209	-0.27408194	-0.1970315	-0.16677656	-0.10493351	-0.18823923
ENSDARG00000038151	0.08847819	-0.07199737	-0.06940414	-0.0232946	0.1424179	0.28781549	-0.06711749	0.15266189	0.14972446	0.05770743	0.18630207	0.01101801
ENSDARG00000038153	-0.39578304	-0.36016170000000003	-0.36992053	-0.37619181	-0.35667976	-0.36652798	-0.36685678	-0.32186203	-0.38949799	-0.3044917	-0.28872298	-0.34867571
ENSDARG00000038156	0.05291845	0.10557959	0.04502872	0.08409665	0.14493763	0.07782288	0.12864618	0.11232172	0.21490241	0.02831506	0.05095781	0.00409504
ENSDARG00000038159	-0.10561182	-0.10639844	-0.11139662	-0.09252421	-0.13066517	-0.07328551	-0.09152783	-0.061673900000000004	-0.06199265	-0.12987072	-0.0991955	-0.13103635
ENSDARG00000038166	-0.03357006	-0.01939462	-0.05119551	-0.01169907	-0.06928979	-0.06721866	-0.0158916	-0.03756587	-0.07931409	-0.031354200000000006	-0.01971902	-0.0547121
ENSDARG00000038185	-0.19505241	-0.11216212	-0.17037718	-0.10650916	-0.1918721	-0.16474215	-0.13869607	-0.18131448	-0.11418773	-0.17715854	-0.11529437	-0.18231322
ENSDARG00000038186	-0.28602967	-0.19923888	-0.21709624	-0.18619888	-0.21187715	-0.21843383	-0.17948691	-0.20234138	-0.23749088	-0.21697689999999997	-0.21058848	-0.20644318
ENSDARG00000038205	-0.24342182	-0.21005828	-0.22419557	-0.21221403	-0.21180578	-0.18011261	-0.18490395	-0.18351671	-0.21797759	-0.22547376	-0.16816947	-0.23725146
ENSDARG00000038207	0.03432223	0.03566486	0.11071499	0.0800206	0.00569663	-0.00901291	0.1512549	0.02665725	0.05619377	0.12521736	0.08944445	0.11467011
ENSDARG00000038222	0.04623993	0.08453534	0.14461467	0.1648842	0.12791388	0.14562756	0.09478110000000001	0.16832495	0.14216491	0.03838871	0.14404222	0.07306176
ENSDARG00000038225	0.45315303	0.48169095	0.40429509999999996	0.46087335	0.40800549999999997	0.47050402	0.41374702	0.44403194	0.56568121	0.40908553	0.47301559	0.43437958
ENSDARG00000038228	1.03811601	1.16210739	1.08023696	1.39170982	1.27908245	1.1517309999999998	1.16534756	1.20201427	1.53085757	1.07987858	1.32721393	1.05605822
ENSDARG00000038237	0.11748813	0.07868723	0.13647733	0.18033929	0.17134413	0.12652159	0.14274708	0.15527823	0.15609991	0.09096448	0.11630236	0.09381099
ENSDARG00000038239	0.63999689	0.75821931	0.80955806	0.66807065	0.79087111	0.69487397	0.88667276	0.70560684	0.98723513	0.68860831	0.59237693	0.72496849
ENSDARG00000038258	-0.02252718	-0.03073431	-0.01858691	0.00927034	-0.01091903	-0.05654229	-0.01421007	-0.01357218	0.01324314	-0.03160619	-0.05632983	-0.03282024
ENSDARG00000038271	-0.08390543	-0.09857336	-0.07145778	0.01435419	-0.09612174	-0.12636811	-0.03080494	-0.08141193	-0.02597605	-0.09559034	-0.06195366	-0.07839255
ENSDARG00000038281	0.13874091	0.07316295	0.03314587	0.03947126	0.12222105	0.18511229999999998	0.00944963	0.08563896	0.10630568	0.07368342	0.04205032	0.04318154
ENSDARG00000038290	0.24119232	0.3142409	0.3414618	0.24913781	0.25696358	0.29326729	0.35873378	0.31421063	0.29473418	0.25606695	0.26778505	0.29918608
ENSDARG00000038296	0.012510700000000001	-0.00747391	-0.03542833	-0.02416517	-0.0966847	-0.05228896	0.02650334	0.01335665	-0.10044812	-0.00934182	-0.05074844	-0.03174257
ENSDARG00000038302	0.03243397	0.18062904	0.17449847	0.07320626	0.01124824	0.03594956	0.18176928	-0.0463375	0.07127452	-0.01275209	-0.06140894	0.04462253
ENSDARG00000038308	-0.09780025	-0.13412515	-0.11770148	-0.13206937	-0.07913833	-0.11246287	-0.09874998	-0.11666812	-0.05225643	-0.01160465	-0.15719129	-0.07549927
ENSDARG00000038312	0.15944912	0.22555739	0.31287312	0.36169053	0.48788587	0.51893932	0.30849086	0.40992893	0.57658487	0.20194803	0.34066997	0.18594803
ENSDARG00000038360	-0.10298667	-0.06675864	-0.00200122	-0.04702885	-0.09809628	-0.07450085	-0.05271277	-0.1370759	0.014254499999999998	-0.10772705	0.00032139	-0.11378575
ENSDARG00000038386	-0.13124648	-0.15286819	-0.18772686	-0.19581711	-0.22085778	-0.161524	-0.19842372	-0.14561343	-0.14598753	-0.13447348	-0.15347622	-0.17911860000000002
ENSDARG00000038397	-0.07485314	-0.03522188	-0.05442347	-0.01794184	-0.06684162	-0.10747853	-0.02324116	-0.08914087	-0.03441483	-0.06286758	-0.07362052	-0.08361322
ENSDARG00000038405	-0.18669879999999997	-0.17447643	-0.20767216	-0.20174553	-0.19590035	-0.2075042	-0.22966309	-0.22943869	-0.20703336	-0.21010959	-0.20870581	-0.17853719
ENSDARG00000038414	-0.01345614	-0.00124743	0.02578218	0.05331937	-0.06434753	-0.07216489	-0.02652542	-0.0471644	0.02266162	-0.01712915	0.02453437	-0.031919499999999996
ENSDARG00000038422	-0.13898361	-0.12782564	-0.20340095	-0.09463295	-0.05799395	-0.05087957	-0.13002557	-0.02991693	0.05989117	-0.17575604	-0.08944773	-0.14018343
ENSDARG00000038424	2.32499074	1.49385866	1.62608085	0.93405339	1.89591536	1.85610006	1.37484895	1.90939205	1.30378165	2.24835113	1.1186789	2.4835088
ENSDARG00000038428	-0.09706299	-0.08620014	-0.09729587	-0.13507197	-0.11458144	-0.07064035	-0.09664104	-0.14629284	-0.1447602	-0.07269799	-0.12188457	-0.04538213
ENSDARG00000038432	0.68346712	0.64397801	0.7773043000000001	0.98549585	0.90135306	0.64680911	0.76318032	0.7984809	0.6706300999999999	0.60749433	0.6559946	0.65381041
ENSDARG00000038439	-0.04825849	-0.03505643	0.02155004	-0.16794617	-0.13732629999999998	-0.12196232	-0.08350769	-0.07408630000000001	-0.08593699	-0.02612815	-0.08726057	-0.07746459
ENSDARG00000038442	0.18092151	0.15046457	0.18871377	0.17720991	0.23196298	0.20652011	0.20889014	0.25177522	0.19591165	0.13369324	0.11398264	0.17047142
ENSDARG00000038446	-0.15666106	-0.11630148	-0.16384561	-0.13841634	-0.15076676	-0.21867563	-0.22341862	-0.15833856	-0.24521612	-0.18605866	-0.18979542	-0.16336728
ENSDARG00000038456	0.83788956	0.96283753	1.03706763	1.02224242	0.91238612	0.88823992	1.08860505	1.00488788	0.97336747	0.92984345	0.89075076	0.95893945
ENSDARG00000038473	1.34487393	1.37675641	1.38029669	1.53187302	1.4212555	1.39175612	1.40552374	1.51194189	1.65151668	1.37397896	1.5512544	1.37270543
ENSDARG00000038476	0.33234661	0.48408496	0.47867250000000006	0.41236777	0.42291544	0.40312618	0.46627873	0.43731261	0.25242626	0.46689336	0.36745083	0.33768996
ENSDARG00000038489	-0.12968744	-0.17364378	-0.21625514	-0.18062255	-0.17632499	-0.20273554	-0.14284105	-0.11710068	-0.18565082	-0.18134923	-0.18387477	-0.19405825
ENSDARG00000038500	-0.26442977	-0.20154472	-0.21958698	-0.18879136	-0.20674578	-0.18600602	-0.18693507	-0.18983089	-0.07368967	-0.21747925	-0.11701091	-0.29961573
ENSDARG00000038508	-0.22123872	-0.18456208	-0.21689927	-0.18245329999999998	-0.18244531	-0.24256269	-0.22771952	-0.21312399	-0.18896065	-0.24106652	-0.17690314	-0.26211786
ENSDARG00000038518	0.16151286	0.08971543	0.14497921	0.23579191	0.26354084	0.34490674	0.10411207	0.24785846	0.23680628	0.13098294	0.24918656	0.10759526
ENSDARG00000038524	0.26486224	0.48423316	0.49251936	0.26482223	0.19226791	0.3573972	0.29541484	0.26227738	0.36553969999999997	0.35417519999999997	0.27543054	0.28174071
ENSDARG00000038537	0.7847986	0.80218911	0.8932171999999998	0.77966663	1.01757084	0.94963704	0.91949898	1.04160117	0.83440731	0.87019352	0.81157161	0.73553856
ENSDARG00000038543	-0.00218457	0.01784238	0.09207237	0.03849113	0.13299191	0.1772542	0.07587039	0.03454157	0.03630062	0.01027522	-0.00039898	0.00266642
ENSDARG00000038563	0.56785717	0.5571632	0.65528988	0.37052264	0.36260241	0.38179876	0.45703577	0.39361764	0.44517377	0.59952787	0.43904213	0.58443419
ENSDARG00000038566	0.09611213	0.00377633	0.01553727	0.08341508	0.25232899999999997	0.27441940000000004	0.08085525	0.22022766	0.05954321	0.0653614	0.03603367	0.06666352
ENSDARG00000038567	0.50853266	0.61459312	0.68149056	0.66397147	0.48929775	0.45740565	0.69481521	0.54005774	0.73381052	0.60247719	0.58134947	0.57145431
ENSDARG00000038569	-0.27948855	-0.21478605	-0.22547242	-0.19348874	-0.26180711	-0.25025241	-0.23732383	-0.21464614	-0.22766854	-0.27108458	-0.25191389	-0.20359660000000002
ENSDARG00000038576	0.71578686	0.78547197	0.86222431	0.89685234	0.90532017	0.88234226	0.92403796	0.88209627	0.90983177	0.80951933	0.69681104	0.70428307
ENSDARG00000038577	4.56526711	4.91363822	4.83992533	4.86555662	4.4039962	4.13987982	4.79129323	4.58134739	4.62530311	4.95522538	5.0242353	4.59839349
ENSDARG00000038587	0.14707502	0.22134398	0.02249764	0.01848204	0.38858378	0.18144377	0.47760109999999995	0.36829809999999996	-0.11491779	0.058251599999999994	0.0620851	0.03047858
ENSDARG00000038608	2.99579221	3.11312356	3.09040527	3.17321633	2.92902447	2.71588009	3.18848448	2.94685527	2.98017917	3.10389564	3.18217163	3.07380031
ENSDARG00000038609	-0.12006508	-0.09429935	-0.16273934	-0.19411576	-0.10960139	-0.1277393	-0.20313353	-0.10816515	-0.13825301	-0.17022604	-0.12476939	-0.13992777
ENSDARG00000038612	-0.24168596	-0.23151675	-0.19183989999999998	-0.17399154	-0.24009567	-0.31878487	-0.183662	-0.17230629	-0.22565693	-0.22796869	-0.18267750000000002	-0.14864079
ENSDARG00000038615	0.06624282	0.11742259	0.14257418	0.06817974	0.05010247	0.07943443	0.14897703	0.01665746	0.21977049	0.03491265	0.08348987	0.07230119
ENSDARG00000038618	0.68363897	0.59734943	0.69865637	0.71535754	0.79912363	0.71180631	0.62373314	0.69568746	0.69948182	0.88091387	0.59448225	0.75227551
ENSDARG00000038635	0.70496964	0.8563328000000001	0.89927529	1.03771762	0.78679828	0.77430622	0.94313104	0.72282524	1.08719619	0.78100643	1.00857973	0.76865065
ENSDARG00000038639	-0.30552746	-0.34350645	-0.32754619	-0.31480919	-0.33670819	-0.32570808	-0.27327291	-0.29884571	-0.28203238	-0.24472315	-0.25456116	-0.2703673
ENSDARG00000038643	2.14825537	1.41504021	0.80907331	0.67476276	2.57100992	2.39502298	1.26545753	1.53224047	0.96038472	1.6893383999999998	0.99359588	1.3527479
ENSDARG00000038666	0.18776661	0.05847039	0.02028311	0.26474169	0.37473101	0.26439622	0.28524692	0.58912362	0.05150980000000001	0.12761868	0.21994778	0.1265085
ENSDARG00000038668	0.14391589999999999	0.1858827	0.18974054	0.46411342	0.73319312	0.90408917	0.24323726	0.876286	0.87943431	0.1966931	0.4743876	0.16677563
ENSDARG00000038682	-0.19638789	-0.27140993	-0.28612016	-0.17585792	-0.18402307	-0.18150199	-0.23803252	-0.24731362	-0.25566263	-0.20109504	-0.17002759	-0.19106314
ENSDARG00000038686	0.050560400000000005	0.10714864	0.13275114	0.17295063	0.14352185	0.16636457	0.10151839	0.04508351	0.15940864	0.0741663	0.11438557	0.03466116
ENSDARG00000038687	0.56004386	0.49442671	0.53450707	0.40878656	0.52137657	0.59914502	0.47217312	0.57127569	0.78474426	0.49592519	0.33791789	0.58983415
ENSDARG00000038693	0.75207293	0.84364148	0.90983463	0.8603238999999999	0.63439483	0.59670462	0.69966525	0.77322545	0.87936735	0.74252419	0.97496503	0.74401559
ENSDARG00000038694	0.01705327	0.22115107	0.32145429999999997	0.15304412	-0.04293696	0.02196087	0.06831711	0.04654869	0.03013451	-0.04915072	0.06750229	-0.05661818
ENSDARG00000038695	1.21702416	1.36830741	1.37635232	1.36264737	1.07883223	1.14017366	1.36676878	0.98611197	1.65006144	1.31062386	1.3911176	1.32528287
ENSDARG00000038720	-0.18267001	-0.20943087	-0.1818201	-0.19841353	-0.21464836	-0.17751562	-0.18059257	-0.26247665	-0.1882301	-0.22909476	-0.16088041	-0.20125039
ENSDARG00000038729	-0.17412313	-0.16293546	-0.16764686	-0.20752279	-0.19058591	-0.20045571	-0.20318144	-0.22216593	-0.23621441	-0.2329145	-0.31103164	-0.15135303
ENSDARG00000038737	0.71037488	0.67919773	0.69824421	0.72526578	0.73286532	0.71041659	0.69509265	0.71564861	0.83469853	0.73834394	0.69535817	0.70584094
ENSDARG00000038743	0.64392138	0.72920919	0.70671692	0.68283689	0.78436015	0.76185908	0.76873413	0.68219049	0.82514851	0.72951971	0.62829561	0.69424205
ENSDARG00000038754	0.63450733	0.39970273	0.50148509	0.60408039	0.79394282	0.90610077	0.34367423	0.78420848	1.10201446	0.54029828	0.59688116	0.64046595
ENSDARG00000038768	1.55938401	1.54503648	1.76588656	1.62834251	1.31510837	1.43278553	1.65827059	1.49127209	1.8229828999999997	1.69377276	1.70897748	1.79283694
ENSDARG00000038780	0.44558552	0.31691978	0.31123752	0.36666735	0.42587408	0.51855897	0.28738528	0.37288363	0.31305572	0.44396999	0.40498593	0.40226134
ENSDARG00000038785	1.17143834	1.02178382	1.00320015	0.71845831	0.84444997	0.91157455	0.8601456000000001	0.78876416	1.37010561	1.24705546	0.94690102	1.33504907
ENSDARG00000038787	0.55866421	0.569555	0.52080264	0.54910867	0.59745508	0.61805102	0.58114675	0.58405394	0.63679283	0.53901184	0.48064051	0.56518426
ENSDARG00000038789	-0.07482939	-0.05680556	-0.05709221	-0.02264176	-0.08114193	-0.07750858	-0.03290717	-0.08322222	0.0020965	-0.10857518	-0.04433984	-0.08305778
ENSDARG00000038792	0.50289927	0.3884003	0.23246487	0.56997955	0.77940446	0.86821557	0.48764925	0.56747284	0.42411491	0.28056636	0.42395608	0.23873066
ENSDARG00000038801	0.6532226	0.74018858	0.82717671	0.8737484000000001	0.77428604	0.6034257	0.6273698	0.71132258	0.72055832	0.55500279	0.77985723	0.71480675
ENSDARG00000038812	-0.14559719	-0.18849636	-0.16668369	-0.21940456	-0.17506501	-0.19381911	-0.18772999	-0.19745849	-0.12712944	-0.14845812	-0.15752965	-0.15119620000000003
ENSDARG00000038834	1.88479966	1.71582438	1.94949167	2.05185775	1.97216018	1.87987722	1.88419985	2.06427323	1.98048744	1.98365413	1.85525982	2.00885921
ENSDARG00000038835	1.21509395	1.22762201	1.21786123	1.5115716000000001	1.23941511	1.32541975	1.18765099	1.09118713	1.46402084	1.1637705	1.43089623	1.19399342
ENSDARG00000038845	0.26464793	0.21889395	0.25197396	0.33831952	0.28531117	0.3202527	0.35666362	0.36252781	0.35510564	0.25833633	0.29560208	0.24299872
ENSDARG00000038847	-0.11206528	-0.11697329	-0.11581755	-0.0248891	-0.03176534	0.05706425	-0.04269078	-0.01584015	-0.06964939	-0.04336338	-0.05309769	-0.13625005
ENSDARG00000038858	0.63570604	0.72159649	0.72944057	0.85293049	0.84607811	0.74913802	0.73366065	0.80056087	0.78547141	0.66281966	0.78546551	0.71257617
ENSDARG00000038862	-0.25807454	-0.27688234	-0.24901068	-0.24107431	-0.27777729999999995	-0.20685237	-0.24835429	-0.32417759	-0.24839059	-0.24880615	-0.25933137	-0.17827326
ENSDARG00000038863	0.40190328	0.38907006	0.38361124	0.25232417	0.3481108	0.3323306	0.38489888	0.33656501	0.34376606	0.39889085	0.29377712	0.37422682
ENSDARG00000038865	-0.21689018	-0.13006788	-0.07577843	-0.15436036	-0.01323218	-0.10238209	-0.19214865	-0.14846493	-0.11549125	-0.11296901	-0.18105911	-0.15625994
ENSDARG00000038866	0.31789176	0.26446382	0.24911023	0.33261536	0.41800716	0.39876794	0.28228602	0.36208329	0.28423241	0.29714393	0.29665921	0.30136048
ENSDARG00000038867	-0.22172356	-0.27430439	-0.26894896	-0.25118784	-0.2399084	-0.24962529999999997	-0.27315258	-0.26276173	-0.3012913	-0.14722582	-0.29889664	-0.24068701
ENSDARG00000038868	-0.31644498	-0.28253584	-0.29925649	-0.34232901	-0.39607901	-0.29386122	-0.35061521	-0.37108796	-0.37171031	-0.39391164	-0.28106888	-0.31631349
ENSDARG00000038870	0.11387649	0.09053860000000001	0.10765347	0.11178481	0.16645326	0.18528820000000001	0.10920562	0.15616875	0.14073125	0.05328971	0.06290595	0.10336358
ENSDARG00000038879	-0.01471171	-0.00767177	-0.01947555	-0.06240607	0.03849236	0.05461127	-0.00597556	0.01621824	-0.05020384	-0.04448089	-0.02741019	-0.03433512
ENSDARG00000038881	2.24511914	2.25261935	2.39606325	2.59315893	2.44007221	2.3519272	2.42509999	2.39560657	2.45255995	2.19675436	2.43846679	2.4545537
ENSDARG00000038882	-0.02949768	-0.03119293	-0.03423202	-0.04794323	0.00763419	0.22313201	0.00083585	0.0479378	-0.03014931	0.03682853	0.07750532	-0.03071207
ENSDARG00000038900	2.88046317	3.06001732	3.15208153	3.43623721	3.11090725	2.8612289	3.17761611	3.11138935	3.21361199	3.13894086	3.34464654	3.00020369
ENSDARG00000038901	1.1696437	1.26604167	1.23410216	1.29756166	1.22560826	1.22482745	1.33775173	1.23935529	1.13839815	1.22570674	1.15595939	1.23836415
ENSDARG00000038905	0.82826648	0.67604901	0.65660804	0.69672732	0.74564729	0.77869614	0.69415161	0.75634936	0.72040892	0.78884673	0.66956917	0.75193579
ENSDARG00000038909	0.12079157	0.13732891	0.07735339	0.20237366	0.29867166	0.28542208	0.14969976	0.21987289	0.26157345	0.12050491	0.20972013	0.18546186
ENSDARG00000038910	1.47815809	1.58849771	1.49263925	1.63863208	1.4127041	1.3461037	1.60573671	1.52203584	1.6450354	1.61950946	1.54231937	1.52365205
ENSDARG00000038938	0.11130642	-0.01733911	-0.06883225	-0.00584396	0.29840768	0.29473694	-0.06282171	0.28313352	0.06006799	0.14284702	-0.01805275	0.06969781
ENSDARG00000038954	0.72086824	1.07765052	0.95200931	1.03368676	0.92432481	0.98365078	0.93263691	0.85239514	1.153311	0.74395784	1.02314165	0.82175126
