Symbols	Gene	SRR1914395	SRR1914394	SRR1914393	SRR1914392
bysl	ENSDARG00000001057	1.174945285132892	0.9893549431702536	2.2604762275745487	2.1446022041922204
slc17a6a	ENSDARG00000001127	0.47187199079177933	0.7276497958314884	0.25455596058743485	0.23981183011078633
dicer1	ENSDARG00000001129	1.511372892123345	1.5157524899166281	1.7284593705825904	1.4159427959453954
NA	ENSDARG00000001154	0.2779036815045416	0.44610498614134647	0.21807909879788384	0.134695896180591
matr3l1.1	ENSDARG00000001162	2.3385539348759448	2.393043164554969	2.024989487435279	2.1133147114123068
hsd17b8	ENSDARG00000001169	0.46534321927338984	0.34375488915325386	0.2045848096234268	0.23408978196172395
arl14ep	ENSDARG00000001210	1.4247631453085212	1.3440864400532628	1.3851725286078946	1.756148136007491
mycbp2	ENSDARG00000001220	2.098479161709761	2.194911119462831	1.7325404974155014	1.6384664767088362
map4k2	ENSDARG00000001234	0.41743435947507673	0.5065398241897683	0.6321365301142213	0.5750855378734401
puf60b	ENSDARG00000001241	2.1372907027043544	2.2468518351877416	2.5654924130187826	2.49140159669683
srrm1	ENSDARG00000001244	2.4001746032309885	2.710659611983376	1.9214412813140642	2.1285320330711386
pcgf1	ENSDARG00000001249	0.552197166644555	0.5342977706166913	0.5403501845941356	0.6488179220057286
gas2	ENSDARG00000001259	0.13569981969272957	0.23228194785281892	0.32417710823784707	0.2396609270464304
psmb8a	ENSDARG00000001303	-0.03967257573217968	-0.09722809951596229	-0.19810827193828007	-0.0732359883452441
g2e3	ENSDARG00000001313	1.8575687475755884	1.5516301331084723	1.6815475967809246	1.7508097602532218
slc6a22.2	ENSDARG00000001354	0.33347348258414033	0.41743435947507673	0.4337868611818711	0.36406205789647444
mctp2a	ENSDARG00000001414	0.5049375039551212	0.5477234430619199	0.6292569791431922	0.6539460388446541
actn3b	ENSDARG00000001431	2.4191412905352694	2.2240636943029033	2.487804339314163	2.3509323632614683
slc2a1a	ENSDARG00000001437	0.5148970869399596	0.6301419094371974	1.596609589530697	1.3878698752115886
inppl1b	ENSDARG00000001442	0.31953142945895674	0.30835597236393947	0.37570748151379363	0.4313114061657467
mier1b	ENSDARG00000001447	1.0519218990622254	0.8555039020639743	0.9084807987249481	0.9122801127025528
adam8a	ENSDARG00000001452	0.7526707223453901	0.4347455705006006	0.8327140879730031	0.8119370465279122
tdh2	ENSDARG00000001463	0.993189183036506	1.001136195512256	0.06431959322106162	0.16151749308302077
mhc1zea	ENSDARG00000001470	0.5800256749659289	0.7189647846401979	0.7522604149951448	0.5586945813075959
skap1	ENSDARG00000001498	0.36782662216014994	0.24121838916798113	0.334007943260597	0.282027424233125
sp3a	ENSDARG00000001549	0.5071739739559988	0.5335161572971886	0.8372576319400027	0.4838156537132985
tomm34	ENSDARG00000001557	0.9163266866946639	1.0835472906294703	1.2108633291554793	1.1338475750548442
kifc1	ENSDARG00000001558	2.2908741274956066	2.0567672869958122	2.2178948182819553	2.362781477333974
csmd2	ENSDARG00000001559	0.7855837962895912	0.7383771846431547	0.3274932623256635	0.2462276955497302
prf1.3	ENSDARG00000001572	-0.09201930845069291	-0.08189653851615539	-0.092914366093777	-0.11544518840042936
echs1	ENSDARG00000001578	1.816792772513312	1.9519737606623775	1.195294949704096	1.4576242912453083
nfyal	ENSDARG00000001621	0.8897366713653111	1.059432496970965	0.9650965412002737	0.9018081330210456
kirrel1a	ENSDARG00000001634	1.824632319181196	1.7394430723053658	1.4823855386113864	1.2528488836533445
psmb10	ENSDARG00000001656	-0.06105851387792241	-0.042662757042389046	-0.04259125650847451	-0.20487679410304563
gpm6bb	ENSDARG00000001676	2.236613850653221	2.0042685280272337	1.0438784808991455	1.1353277887759594
uckl1a	ENSDARG00000001686	0.10089208505769014	0.1381362193249894	0.24899712169461263	0.36482446096906446
flot1a	ENSDARG00000001710	2.3248955690129494	2.5516908981937636	1.365255944053332	1.4185184203317498
si:ch211-247n2.1	ENSDARG00000001712	0.2114472082274623	0.2378045129083547	0.4618734245985838	0.40911221181067636
oc90	ENSDARG00000001721	1.4133051945052946	0.9406471287558862	2.62293654129489	2.1176712894909486
strn3	ENSDARG00000001729	1.666701382331175	1.7219387436420743	2.2334115258057547	2.142947206171285
gulp1a	ENSDARG00000001733	0.9835849438787432	0.9199173561269847	0.5756743371755266	0.6965867692565888
fkbp8	ENSDARG00000001734	0.7707306196775648	0.8127385099615704	0.9482227373042947	0.9298467889494362
noc2l	ENSDARG00000001754	1.7043428550371704	1.4133051945052946	1.9848836559194267	1.8045007818048657
NA	ENSDARG00000001760	0.46672156710519364	0.540023850690668	0.25115200047798236	0.1805712638759055
slc29a2	ENSDARG00000001767	1.2865374853906493	1.0958931794595317	0.9910405760915724	1.0602539818882206
ptpra	ENSDARG00000001769	1.2910980916093482	1.4478320514499208	1.5687054367679485	1.1365611681997796
otol1a	ENSDARG00000001771	-0.10669806179770325	-0.030841071171722897	-0.011388423587094361	-0.09141521617244823
stim2b	ENSDARG00000001776	0.39721082334431923	0.39939521142173817	0.4187691069338515	0.37753255090923243
nup155	ENSDARG00000001777	1.2348476786114497	0.8307741008677655	2.036462698895363	1.7856959972309072
tspan11	ENSDARG00000001781	0.6595026697456596	0.522247549572291	0.7156847252758081	0.6364816241596108
prkacba	ENSDARG00000001782	0.9633717167121872	0.6939346335676206	0.8086921275986838	1.029566420019036
irx2a	ENSDARG00000001785	0.597246354593064	0.6473552692219644	0.42973705909618587	0.4491807503953446
atp5po	ENSDARG00000001788	2.721602290197932	3.1295886741467154	3.1236053294146737	3.36589452471806
kcnh6a	ENSDARG00000001803	0.1260060018102429	0.13263229281112238	0.334111193594463	0.31663259446977143
zgc:112148	ENSDARG00000001804	0.5157725487408433	0.3908474935898195	0.4750577904672172	0.4942558659535462
tnfrsf21	ENSDARG00000001807	0.4903400956363825	0.5388034198616619	0.43241997328056314	0.471260345486532
zmp:0000000521	ENSDARG00000001817	0.3401607421397619	0.3993383584742799	0.29645990568991776	0.21807909879788384
c3b.2	ENSDARG00000001818	0.7190425101750195	1.2493251352995909	0.5552072039107896	0.9335479663321241
cfap43	ENSDARG00000001825	0.3424643008588472	0.26264093334760846	0.3481048650608767	0.4282889734586866
zgc:112982	ENSDARG00000001829	2.232165398089851	2.2942584326225353	1.9779452447524242	1.9553220597638352
nalcn	ENSDARG00000001835	0.5692011497232622	0.6765677330290614	0.397154814624282	0.48245842816388174
aff4	ENSDARG00000001857	0.9746755121783858	1.2978164949995188	1.1371025450182968	0.81255676215568
dbx1b	ENSDARG00000001859	1.1271687569521622	0.6959079040579631	0.7734227829361429	1.0838000030968638
atp1a1a.4	ENSDARG00000001870	1.8896505062059685	1.9730295409816507	1.8457802012893814	1.9960763048402321
phgdh	ENSDARG00000001873	2.0897907879586075	2.1089869880459027	1.9818269596451181	2.488699599735314
nav2b	ENSDARG00000001879	1.074128412010777	1.2231104120332774	1.6579863027077895	1.4449761043303189
stx3a	ENSDARG00000001880	0.7517600046545195	0.7253395621408479	0.6674031807531848	0.5091249675795299
cacnb3a	ENSDARG00000001881	0.14885309987878226	0.2466334009737372	-0.029688200857780372	0.028827738448035094
kbtbd12	ENSDARG00000001882	0.6339759579579891	0.8717069664756554	0.1369824955546894	0.25313578880152515
ppm1ba	ENSDARG00000001888	0.8890449009934553	0.8940529808832453	1.14977961718453	0.8610740672874363
tuba1a	ENSDARG00000001889	3.4251226115414584	3.648789346073544	3.6083785514645346	3.701041040685737
stt3b	ENSDARG00000001890	1.6074472724114184	1.7034701981504128	2.4701430844272045	2.1955391938687603
syt14b	ENSDARG00000001891	0.22243362619959978	0.31481029251597853	0.03179426395331402	0.12029894285501781
man2b1	ENSDARG00000001897	1.2996698024034645	1.3415525906649806	1.762658756779679	1.9831299689491213
manea	ENSDARG00000001898	0.6613559590293706	0.7510250417150249	0.5702527682970341	0.5602988477090105
si:dkey-247m21.3	ENSDARG00000001906	0.17733687827178143	0.17613915182112375	0.07013179601897614	0.027101790529401072
vill	ENSDARG00000001909	0.29459990760263544	0.2791458252819791	0.2600200925334528	0.3532190734979781
rorab	ENSDARG00000001910	1.0326440589642982	1.5513939990085481	0.7230367312603644	0.7976843454111933
drd4-rs	ENSDARG00000001912	0.39899484114440137	0.4314306538647652	0.3598098285625127	0.3858726836865507
palmda	ENSDARG00000001913	1.362263186520733	0.9686176117319318	1.2806314271747365	0.8322460238520687
pink1	ENSDARG00000001929	0.7102381047606154	0.624874822497984	0.6659874849617018	0.5328633376327642
klhl15	ENSDARG00000001930	0.7222457124281629	1.1772065021046754	0.8287452736867339	0.7924340805538858
prkag2b	ENSDARG00000001933	0.28913852447777594	0.3225576692049057	0.25916075050466847	0.263857694680501
LOC100334818	ENSDARG00000001937	1.1300183481427386	0.8500483090324011	0.8080748311369718	0.8398083334508777
b3gat3	ENSDARG00000001939	1.4109425211551714	1.2804696018804416	1.2009898578682399	1.1557576456994332
dnajc1	ENSDARG00000001940	1.4753319820341582	1.288910179947592	1.6319023964959065	1.5865269591383093
ak1	ENSDARG00000001950	2.8427613290865454	3.049471801108468	2.1274972739862648	2.7435768116206685
pfkfb3	ENSDARG00000001953	0.6169238836149101	0.5938466081107345	0.6719389730490877	0.5806948311381779
dock5	ENSDARG00000001968	0.7288586736977041	0.6053440722332846	0.7275693777020479	0.45508400459067005
txlng	ENSDARG00000001969	1.2476845232112597	1.1375028888161942	1.2699458651791178	1.150624783353176
cthrc1b	ENSDARG00000001971	0.034331679088282704	-0.020271736641776204	0.07780837222337936	0.07122069720546946
hsd11b2	ENSDARG00000001975	0.953733500804982	1.3015003589537333	0.28355001316682404	0.3044081955218425
fkbp16	ENSDARG00000001976	0.2824474168369303	0.415008154268337	0.664671506702624	0.7486397860749678
myhb	ENSDARG00000001993	0.20113966383778098	0.6901062218147278	0.4178401089096141	0.16960798849693612
stxbp1a	ENSDARG00000001994	1.3588937886844676	1.6274995964772034	0.9069542000472021	0.9895723769220195
adamts18	ENSDARG00000001999	0.7237496967136843	0.8667406766002375	1.1643481735386914	0.9513777440270836
lmcd1	ENSDARG00000002002	0.28270883835996086	0.40740624936312775	0.241476977861885	0.3654103962947139
rxrbb	ENSDARG00000002006	0.7129922126737955	0.8949476485210028	0.6675494328309292	0.7553150332797904
grb10a	ENSDARG00000002013	0.45013339025587895	0.43224401066508755	0.7688035495705938	0.636622477094744
ppil2	ENSDARG00000002016	1.178395582724643	1.1184508977598058	1.2394206894411113	1.3337332265639679
rictorb	ENSDARG00000002020	0.6131516529905646	0.7989106968119934	1.0136227567559284	0.762682644544973
pygb	ENSDARG00000002021	1.2897696768536022	1.341369408799428	1.1113522863068623	1.0821617214266679
qkib	ENSDARG00000002026	0.8783670548289538	0.9911506953599725	0.4654651194397668	0.31726270747786617
tox4a	ENSDARG00000002031	0.6056779029232471	0.5538290429657783	1.1092131543647605	1.0094440652181715
pfkfb2b	ENSDARG00000002037	0.9293258642861217	0.7009619411790102	0.27785083230257485	0.328031005682825
brf2	ENSDARG00000002060	0.3931911214328908	0.3924127375158921	0.5247483543114358	0.5582304224029061
adss	ENSDARG00000002071	1.273372286513135	1.2367186359083362	0.801058286689038	0.8914845169625302
mnat1	ENSDARG00000002077	0.6591357454900929	0.5905190701983563	0.640901953660436	0.7066201023219874
csnk2a1	ENSDARG00000002082	2.1753882771481625	2.2963260389294673	2.6845451795676527	2.668647714994491
lamb2	ENSDARG00000002084	1.5137060997459668	1.7097084796855546	1.82922728014514	1.7650265650992931
NA	ENSDARG00000002097	0.16771795054144634	0.15409759401916567	0.21822530420968086	0.1651482439996876
stam	ENSDARG00000002127	1.2009898578682399	1.3609811950297463	1.5366546081084718	1.452428338838857
cwf19l1	ENSDARG00000002128	0.8506919423326367	0.8225861634243615	1.1159378169237837	1.2164752977491464
celf2	ENSDARG00000002131	2.264955037649439	2.539332906539644	1.7498551349499283	1.3335503368244603
psme1	ENSDARG00000002165	0.2565538420862064	0.17763387234750305	0.3088851185617878	0.31561423519337495
cacnb1	ENSDARG00000002167	0.8322460238520687	0.904691631516203	0.8387995080646664	0.6508709105820152
tra2b	ENSDARG00000002168	1.8928352211644817	1.7037634999219695	1.883880959029892	2.045542405751555
aplnra	ENSDARG00000002172	0.7267571389211603	0.5723356420852801	0.911882738407719	0.953204280802514
itfg2	ENSDARG00000002174	0.393078660739024	0.41916819849249476	0.6474294568731785	0.8297524054430656
igbp1	ENSDARG00000002184	1.4534772669896086	1.3523317967170514	1.2780005392413993	1.342985672027746
chmp2bb	ENSDARG00000002190	1.7139884161324184	1.5968653375502364	1.5241979550039844	1.6453495238672322
aspn	ENSDARG00000002192	0.4310794952202639	0.6204288611020928	0.0011911724167695285	0.14564851675313928
rho	ENSDARG00000002193	-0.05050742914243749	0.046212681414693965	-0.19810827193828007	-0.08765623165216405
rhd	ENSDARG00000002194	0.28640796844163113	0.5307491417052626	0.38465074166394003	0.6867334171892211
bach1b	ENSDARG00000002196	1.3828402794024497	1.1337076144552753	1.1324489373407594	1.0222583412166886
NA	ENSDARG00000002197	0.5944550045647318	1.2722344228382205	0.4448535528109249	0.4957915077212905
hspb11	ENSDARG00000002204	0.5319064821824528	0.7615982823857883	0.6524714618213782	1.0431438366395183
stk25a	ENSDARG00000002210	0.4855019364447939	0.5570956662007255	0.5059235145286546	0.5466209246683454
invs	ENSDARG00000002213	0.41173367213010337	0.27691039400344825	0.5583660115379702	0.48069509599029914
rtca	ENSDARG00000002215	1.9077301705189205	1.7025863913696861	2.265612402638886	2.136183057602912
tbx3a	ENSDARG00000002216	0.7803420264095723	0.7509456960508908	1.0565970601574493	1.0012520914921603
scocb	ENSDARG00000002217	1.9498058510126253	2.0389147920548365	0.9879194575307859	1.0900622804437188
si:dkey-103j14.5	ENSDARG00000002219	0.16690826747328005	0.06058157624630472	0.2024250160263546	0.18874764226878601
zgc:103692	ENSDARG00000002220	0.9635892498866154	0.8185135178091957	1.1518410100856757	1.275343018982779
sypb	ENSDARG00000002230	0.8165672333040186	1.301003561420072	0.5144636124679722	0.6225200773427061
plpp2a	ENSDARG00000002231	0.5584997859643296	0.5030327048079211	0.4340223444599201	0.3026662341473772
mmp14a	ENSDARG00000002235	1.175370679518968	1.3449772469970807	1.0125906488198206	1.1639250119943152
psmb6	ENSDARG00000002240	1.8436384690461283	1.9983371455847778	2.531776438023443	2.542185627774145
LOC100537815	ENSDARG00000002241	-0.016449644624801352	0.08232855941009608	-0.04361520701058718	-0.02681947215228242
tbxas1	ENSDARG00000002249	0.5334484439607456	0.6125310800727258	0.3689848495235339	0.3570447805346043
epb41l3a	ENSDARG00000002255	0.6871275010891587	0.790351247796323	0.6730661060830101	0.595346619977752
ca15c	ENSDARG00000002259	0.02409339899585253	0.05655248693598669	-0.09376942921502406	-0.20487679410304563
mrpl41	ENSDARG00000002264	1.0261392303382006	0.9806600660806499	0.7817818834759528	1.1206925762975948
dcaf13	ENSDARG00000002267	1.4735707390531372	1.4731491653352282	1.6779996527692023	1.7610014288498959
zfand5b	ENSDARG00000002271	1.2760073776162937	1.2946131241462098	1.6803642632203004	1.764016280700611
mcoln1a	ENSDARG00000002285	1.4565323017250664	1.3828402794024497	0.8720019508317227	0.8778811315552218
si:ch211-197g15.9	ENSDARG00000002293	0.07597143937032946	0.11721195890659267	0.35107518004497434	0.15170895164839837
NA	ENSDARG00000002295	0.050712820233436595	0.11428451685704981	0.16781312032346266	0.14202558989602437
ankrd22	ENSDARG00000002298	0.4589650225579185	0.29908111011930777	0.31826454959334016	0.2519239575514437
arsh	ENSDARG00000002299	0.31422055056992515	0.3177362126278537	0.6430542117667601	0.40345806184808697
p2rx2	ENSDARG00000002300	0.6949298891438479	0.4423743539091492	0.36428181070130894	0.32513914366548713
gins2	ENSDARG00000002304	0.5360879186213588	0.49529325878723807	0.8491230151749025	1.0753820947346524
me3	ENSDARG00000002305	1.78436416868954	2.0867018682792544	1.3669840327928855	1.7115816787481015
fabp11b	ENSDARG00000002311	0.47997448454735575	0.8421091248820884	-0.19810827193828007	-0.03188685107412324
lhx8a	ENSDARG00000002330	0.33719513536070606	0.3819093134986762	0.035837133178632866	0.10985269555472735
frmd6	ENSDARG00000002332	0.803309170417303	0.8282916329002307	1.1824543977347117	0.9530974586774124
fam102bb	ENSDARG00000002333	0.6466202921336907	0.7867508341338565	0.5073023166482982	0.522862415627421
dlc	ENSDARG00000002336	1.9418215509074488	1.8885113908828284	1.3767611743361077	1.4518204996653556
sgf29	ENSDARG00000002339	0.6675494328309292	0.7288586736977041	0.6377855139862304	0.8097542426540836
tubb4b	ENSDARG00000002344	3.615488266787258	3.6820096636444775	3.6935752042381194	3.622621964880567
cyp11a1	ENSDARG00000002347	0.23691202219802687	0.07169070673082001	1.3070120938595515	1.1392765572245278
tagapa	ENSDARG00000002353	0.28709946737329095	0.13438258511714127	0.28971500189480615	0.24213078123203086
shpk	ENSDARG00000002355	0.2296723527801416	0.2235424811754166	0.2812878730785496	0.20586846317914045
ubald1a	ENSDARG00000002362	0.9242597057165689	1.0657163971430266	0.9263112534989412	0.9457764943576988
cers5	ENSDARG00000002365	1.0722261813507765	0.9220251388112837	1.1191041777085826	1.026606464790508
NA	ENSDARG00000002369	3.205544416763126	3.1275687638328002	3.3131843251026485	3.213593489229432
mief2	ENSDARG00000002377	0.6647462831853932	0.6223059011860419	0.9371699791417807	0.8761527393317343
atm	ENSDARG00000002385	0.6480825125099301	0.6721605745461258	1.0983272727718407	1.0695736090884103
tlcd1	ENSDARG00000002391	0.3778014352240123	0.38397700844938254	0.1805712638759055	0.16809608525305958
ugt5d1	ENSDARG00000002394	-0.0946526223644742	0.060829491557616994	-0.10319950587602147	-0.046830980808940284
cry-dash	ENSDARG00000002396	0.628834866933371	0.750706257038842	0.7665491403033986	0.8976287066611415
gale	ENSDARG00000002401	1.4499424613211098	1.2504688854445227	1.6085014864291556	1.5947686920437185
ercc3	ENSDARG00000002402	0.9660902617835434	1.1944218764159238	1.228535738509399	1.3728314041482617
nusap1	ENSDARG00000002403	2.263005466743615	2.0369557059498113	2.2722412125332974	2.428922541152814
si:ch211-225b11.1	ENSDARG00000002405	1.0653399486112496	0.9855884832673021	0.8644431550819962	0.778878564984067
zmynd10	ENSDARG00000002406	0.3220741719148396	0.2771191270608048	0.3013588846767089	0.3575946498355952
crtc1b	ENSDARG00000002411	0.3718458547205761	0.4875215965983726	0.4488923610822678	0.39989924913261937
prdm1a	ENSDARG00000002445	0.561344465929663	0.5687259048957569	1.3607965571179372	1.1484111794440321
arhgef37	ENSDARG00000002463	0.5387380047842503	0.722954264704976	1.1057868284298473	0.9439988228551557
rdh14b	ENSDARG00000002467	0.5221225537572899	0.519496765719114	0.8915839790704445	0.8426645578609353
ercc6l	ENSDARG00000002479	1.728135920950037	1.4832957396444773	1.8781471630859585	2.1395356803006553
LOC568110	ENSDARG00000002483	0.11811508326455691	0.17661853659678056	0.19521927937145706	0.2072146569948906
noc3l	ENSDARG00000002487	1.7037634999219695	1.4528404770081953	1.9037871934158421	1.7721941432425496
itgb6	ENSDARG00000002494	0.47205992424129056	0.56586295182092206	0.8931609259393183	0.9914930932782029
zgc:92818	ENSDARG00000002506	1.4773025112799394	1.3761922595408151	1.1285195802190129	1.248179963518849
itga10	ENSDARG00000002507	0.5973153752474034	0.6741060581843983	0.6400965651420303	0.5388034198616619
ankrd33ab	ENSDARG00000002508	-0.0060814593950330315	-0.008481659497551449	-0.0011995541730348638	0.05909531700777393
zgc:153911	ENSDARG00000002509	0.14649141469174642	0.08650417458415667	0.20311599505650788	0.2956017454974745
dmbx1b	ENSDARG00000002510	0.16137630323208876	0.19222306549591023	0.36218264639505793	0.35969692267704484
hsdl2	ENSDARG00000002523	1.9347109779931306	2.319924378647863	2.4833640840004776	2.5251728140082474
adora2b	ENSDARG00000002533	0.23981183011078633	0.27665450417004045	0.40023755105432945	0.45921158981240234
tm9sf4	ENSDARG00000002536	2.0326682736511996	1.8594923016149294	2.298409267959843	2.171374968235748
smu1a	ENSDARG00000002538	1.5578848999911439	1.6294434086951566	2.037456671717638	2.0723022772423683
rundc3ab	ENSDARG00000002546	0.6901062218147278	1.2332746225019473	0.43301048304565165	0.5016481544684751
eif3eb	ENSDARG00000002549	0.5965157761972653	0.7564905269114075	0.5576972624362403	0.7862447701693974
mapkapk2a	ENSDARG00000002552	1.8041489668865822	1.67859512382454	2.0001737913003934	2.073811840836264
syngr1a	ENSDARG00000002564	1.034905021300591	1.1824543977347117	0.4236283344753607	0.5819767810963024
tmod2	ENSDARG00000002571	1.335567273177123	1.3359261502157471	0.9909304568231728	0.9155061580092527
cabp5a	ENSDARG00000002576	0.15518263007898692	0.08293283998566997	0.15522931296052916	0.13827600200795084
tbx15	ENSDARG00000002582	0.8481996815232369	1.0709410287623946	0.7579907443474367	0.7986492236026952
